review_text,review_posted_date,review_header,review_rating,review_author
"The phone works well. Screen pixel density, camera picture clarity, processor speed, battery backup are good. The only two downsides are that the phone heats up quickly while charging or with basic continuous use. And the screen glass is very fragile. So, better to have a screen guard.",18 Mar 2019,Good value for money,4.0 ,Praveen K.
"The cons are as follows: 1.Battery does not last more than 8 hours with typical usage. A toy in front of Redmi Note 4. 2. Terrible performance of both front and rear camera in low and transient lighting condition. Focussing barely happens. Even if it does, it takes 2-3 seconds and often gets lost. 3. Depth mode is a joke. It blurrs the hair if you try to focus on the face. 4. Trying to play a game? Rest assured to feel like touching a hot iron bar, such is the heating at the back.",29 Oct 2017,Overhyped multimedia phone with below ordinary capabilities.,2.0 ,P S R
Very bad product use after 2 year.i have problem with mobile.my mobile is auto restart automatically.whan i show to lenovo store they said motherboard problem in lenovo k8 note.it's company problem.but know one show for your problem.when i call to customer care they answers that higher othority call you.but no one call me. Many lenovo k8 note user have this problem.mobile is auto restart automatically.and this process is run again and again.i'm very disappointed.with lenovo.,17 Dec 2017,Very bad product after some time using not work properly,1.0 ,Ankit nirmal
Picture quality is awesome and the phone is very rough and tough. It is upgradable to Oreo 8.1. Battery life is also to good. Front camera quality is mind blowing and added feature with the flashlight makes pictures perfect. It has 2 nos. sim slots and one external storage slot which gives the option of memory upgradation and provision of using two SIM cards simultaneously,22 Oct 2018,Lenovo K8 note is value for money,5.0 ,Prithvisamrat Saha
Worst product from Lenova. Please don't buy this product and waste your money. Issue 1: System upgrade is not happening which is provided by Lenova. Issue 2: System hangs while selecting the Network provide and while entering the pin to unlock the device after restarting. Please don't buy this product and waste your money...Suganthan. Please don't buy this product from Darshita Electronics. They have defective products for customers.,29 May 2018,Worst product from Lenova,1.0 ,Bharathram K
"Hi team, Battery draining in my lenovo k8 note is more than unusual, if you see phone idle itself consuming 40percent battery. Can you please send a update to fix this. I am trying to upload file, choose file option also not working properly, first can you fix that also.",04 Oct 2017,"Hi team, Battery draining in my lenovo k8 note ...",1.0 ,Amazon Customer
The phone does not lag untill I start playing games exceeding 1.5GB. Camera qulaity is better than average. Dolby Atmos is a really good feature. The only thing I do not like about the phone is the battery backup. New phone gave a run time of approximately 24-30 hours. Now it dies in 12-15 hours on normal use. 6-8 hours during heavy use.,18 Oct 2018,No issues even after one year.,4.0 ,Rohit Melwani
It's too good phone but 3 minus point is battery capacity 4000 mAh but it's not capable 4000 if u r continued used bettery used so fastly and charging is turbo so long lasting time need and second if u r enable fingerprint sensor ur battery used fastly and heat mobile in ur pocket... Third is in back camera is not stable b'coz autofacous not available then many photos clicked blur... But camera features are good ... natural photography finally it's good phone by cost and features that price not available any other phones ...I think my way it's excellent ....,30 Oct 2017,Excellent phone in low budget(price),4.0 ,Anup L
"I am facing problem with network connection.When we call although the phone is receiving the connection still it replies that the phone is swithched off. There is always a network problem in the phone. Network singles are never too full. Therefore, this phone should be replaced.",01 Oct 2017,Always Network problem in phone,1.0 ,Karmendra Singh Chauhan
"Waste Product Since day 1 am unable to use any video call through messanger , whatsapp etc Visited service center many a times but they too uinable to figure out the issue and Amazon denies to help saying contact Lenovo.Lenovo Customer care dont pick up call or reply mail My hard earned money got wasted. Amazon must help me contacting Lenovo",30 Dec 2017,Waste Product Since day 1 am unable to use any ...,1.0 ,Roshani simran
Phone is good but don't by now as there r more options.Battery drains like Micromax which is not expected in Lenovo perhaps the high end display has resulted this.if ur darling is ur smartphone​ then I m sorry to say she can run for only 6 hours continuously.so think wisly n heartly before taking this.There is no problem of overheating.Dual app settings is not available a big disappointment if u use that. There r no head phones with u have to buy that urself,18 Jul 2018,Lenovo k8 note review,4.0 ,Imon Banerjee
"The product worked fine for 1 year and 5 months, but started malfunction thereafter. When I looked for Lenovo service center in Delhi on official website, I got wrong information about the Service Center Locations and the contact numbers were out of service. The Authorised Service Center was unable to repair the phone saying that it had motherboard fault.",03 Mar 2019,Short life,3.0 ,Sumit Kumar Gupta
Awesome product... Battery back up is too good.....Those who uses mobile very much men like journalist it's good for them...As after full charge it's battery back is too good.. I recommend anyone to buy it..,19 May 2018,Nice product...,5.0 ,Saurav Mondal
This product is very nice but in this product is manufacturer defective I have facing problem in Bluetooth connection when I have use portable Bluetooth speaker than after some time the song hanging issue...,22 Dec 2017,This product is very nice but in this product is manufacturer defective I have ...,2.0 ,Amazon Customer
Worst Phone I have ever used...The battery is seeking like 2000 may.. picture quality is also worst..Though the selfie camera is good...the flash hits automatically..heats tlvery much while using...Plzz anyone don't buy this phone ..And finally..there service centre is also worst...they only try to grab your money..also during the warranty period...,13 Apr 2019,Worst Note Ever,1.0 ,Ritarshi Konar
Worst mobile ever dont buy this mobile. I purchased this phone and updated the phone but the phone motherboard got damaged after update. Lenovo service center is of no use they sell motherboard at 14k which is more than the cost of phone. They don't even take responsibility of phone.Batterlife and phone is of no use coz phone gets dead after update,17 Jun 2019,Worst mobile company,1.0 ,Rupesh Rajawat
"Value for Money phone. Excellent features, which most phones today are unable to match. This phone scores in terms of features - octacore proc, resolution, memory etc. Flip side - battery is not great.",26 Jul 2018,"Excellent features, which most phones today are unable to ...",4.0 ,The Metallian
Good display. Camera is not as good as the ads show. K5 note had a pretty good camera and this one's not much of an improvement. Processor is awesome and that's the only good thing here. Phones heating effect makes the whole deal not worth it. Lenovo shouldn't be even selling phones that causes so much heat. Disappointed with that part,09 Oct 2017,Good display. Camera is not as good as the ...,2.0 ,Amazon Customer
"Phone is very good in this segment, Camera,battery,touch, processer,good enough memory,& Build quality I fully satisfied with this phone. This phone meet my expectations. Thanks to Amazon give a very good exchange offer my pervious phone.",22 May 2018,Phone is very good in this segment,5.0 ,Ravi Kumar Sharma
"Gifted this smartphone to my parents. One soft gold and another venom black.. both devices are fantastic in terms of processing speed, camera and audio quality... Even the touch and fingerprint sensor also have a good feel and response. Only thing i did not like is the volume and power buttons. These keys are very hard to press..",13 Sep 2017,both devices are fantastic in terms of processing speed,4.0 ,Amogh
"this is the worst product i ever received. Withing 2 days the phone started heating up. It is mal functioning. I want to return this product back. Lenovo K8 Note (Venom Black, 4GB RAM, 64GB Storage) with New System Update Sold by: Per Day Deal Return window closed on 29-Nov-2018 even though i wish to return it back...help me to contact the vendor",02 Dec 2018,how to return this,1.0 ,Cliente Amazon
"Using more than 10 days, observations are as follows 1.Battery last for 1 day for modarate use. 2. Takes only 5 min to go from 10% to 0% 3. Call reports are confusing 4. Low light photography is not ok Others are good . I use also the mi note 4, for which my reviewes are better than this one",08 Feb 2018,Low light photography is not ok Others are good. I use also the mi note 4,3.0 ,SRK
"Really excellent phone with all good connectivity no problems with battery ,Dolby Atmos is really good it also has an option in the main index to on it or off . Before I bought this product some reviews showed a problem in connectivity to internet and jio ,there is no such problems this new launched beast is really good with all handy and cool feautures, camera is good and expecting for further updates related to depth mode . Finally it is a really very good product under 14k. No heating issues so far and with in 2 hrs battery goes from 0 to 100 while charging,, on a heavy use this phone gives 8 hrs of full use.",23 Oct 2017,So far Best phone below 14k,5.0 ,Krish
"It can beat any phone both within same range, cost and beyond it's cost. A phone costs about 20K also can't compete with this phone. No Heating issue, extreme speed of processing, a sexy look from front side oval type glass, Hillarious sound with it's dolby atmos speaker, full water & scratch proof, the best part is the back duak camera with which you can record video in slow motion mode & can take picture in depth mode and then can edit those pictures in depth mode also. Believe me.....it's simply the best among all smart phone in it's rang & beyond it's range also.",22 Oct 2017,Simply the best smart phone till date,5.0 ,Amazon Customer
"One of the worst product to go with , totally disappointed with camera quality and battery life and it's getting suddenly switch off without any clue of the reason .. as I'm writing this review my mob. is still dead and I have no clue what to do. it's been 1 yr and I am totally frustrated with this product.. I'll highly recommend you people to not purchase this product",11 Jul 2019,Not working totally dead,1.0 ,sukrit
"Overall product is good but in headset audio output is very low /poor even ordinary phone of 2-3 k range has this much output ,may be it is manufacturing defect as I used Lenovo K4 & 5 and found audio quality very good of these edition and for same reason and experience I ordered K8 Note asked​ Amazon for a replacement let's hope to get something positive in replaced​ handset . Hope Amazon will help me get a replaced one .. Will update full review and rating only after receiving replacement ....",12 Feb 2018,Half. Review waiting for replacement,3.0 ,Nick J
"Very very weak phone. Please don't purchase and don't waste your money. I wasted because it's looking like physical damage, lenovo Will not give warranty, but fact is that due to weak screen this phone is damaged. I request to Amazon please don't sell this model. Lenovo k8 note is damaged only because of its weak screen.",21 Oct 2017,Dont Purchase lenovo k8 note,5.0 ,Yogesh Choudhari
"It is not worth. It is not like Lenovo Note5. With experience of Note 5, K8 is even lower than Note 5. Very bad experience. The contact gets lost. The saved nos. gets lost. Don't waste money.",17 Sep 2017,Don't waste money,1.0 ,Ruhi Sachinkumar Mehta
dont buy this not a killer.. heat problems security updates not up to date no technical support camera also worst in dim light area design slippery automatic restarts and long time booting,10 Oct 2018,worst product lenovo,3.0 ,sivaprasad
"I bought this phone (4G ,venom black) for my bro from jyoti infotech...one of the speakers has some problem ..notified them and was told that they ll get back with a sollution ...dint hear from them thereafter.....other than that..the phone seems to be okayish...The RAM ,processor and other functions and all seems good as of now..there is no headset although :/",17 Sep 2018,okayish,3.0 ,MISHA A.
"Since 2nd day, It started hanging in between of the work... Not recommended. opted for product return then Amazon arrenged an engineer visit on the last dTe of my return window. Engineer said it can not be returned can only be replaced and that product will also have the same problem. Then he advised me to visit the lenovo service center to downgrade the system update. Worst Lenovo product.",04 Mar 2019,Lot of defects in product,2.0 ,Nityanand
Its very good product with latest technology but compared with mi note 4 some heating issue after using net. Battery is almost good. I recommend to buy this. Because you got extra sd slot with 2 sim,13 Sep 2017,Very good product,4.0 ,Rajesh Patyal
Superb mobile for any body why because who are having children also can use it if they drop the mobile in water we can immediately take it and use it my mobile has dropped in water and I pickemy heart just dropped with itd it and I am using it,05 Jan 2019,Sekhar,5.0 ,Amazon Customer
All things good . Good budget phone having nice features. One thing in Lenovo phone which needs to changed/updated is that sometimes there is continuous overheating issue especially during summer when you are using multiple apps and internet with gps it really become more hot which may lead to end up having yellow patches and after 2 year we might end up having new screen or new phone..,19 Jul 2019,Overheating + battery,3.0 ,Darshil
"Good phone considering the price range, there are a few things that would have been an added advantage, like call recording facility, cropping tool, and earphones. overall it's a good choice, battery runs for a day in moderate to heavy use. Camera quality could have been better. Sound quality is good, and phone is quite fast owing to it's processors and 4GB RAM. I am using it for the last one month and am satisfied with the product.",30 Nov 2018,Quality in Budget,4.0 ,Amazon Customer
"I present this mobile to my Mom. She only use to make and attend the calls. Within 18 days the mobile speaker was not working. If any one speak on other end she's unable to hear. No use now. I contacted amazon customer care. They not response properly, just say contact lenovo customer care. There is no more service center in my nearest location. Totally waste of my money. I will put this message social media as soon as possible,if I'm not get any solution.",25 Jan 2019,Speaker not working within 18 day's,1.0 ,Arasan Cinna
Worst after 11 months of usage the mobile gets restarted all the tym..the service centre is worst of responding they said only battery problem and then. Battery changed again restart prblm came. After the warranty over they said its an ic prblm. Bt they never said this in warranty period.lenovo worst of allthings...,01 Feb 2019,Badass worst mobile.,1.0 ,dinesh
"First it was okay after Oreo update it became worst battery drains too much, it's get heated up very quickly, charging time very slow despite of turbo charger and most importantly after using this phone for 1 year 7 months my phone's motherboard fried up and it says the cost is higher than phone's cost. No timely updates, worst service centers... ultimately if don't want to waste your money don't buy this phone.",22 Jun 2019,Never buy this company phone,2.0 ,anirban chakraborty
Fantastic phone was scarred after reading some reviews but believe me product is worth purchasing lenovo customer support is benchmark.,21 Oct 2017,Fantastic product.,5.0 ,Shreyash Naik
I didn't like this mobile. Weak grabbing​ of network signals. 4000mah is only for our eye feast. Only good thing is separate SD card slot which is not in many other phones. Call quality also not good. Camera not good. Gaming is better. Screen cast also not working. I will NEVER buy Lenovo product again in my life time,08 Mar 2018,Don't get trapped. This KILLER le'NO'vo kills u really.,1.0 ,venkateshnzv
"Nice budget phone with a better processor than SD625 which is used in other phones in this price range. No lagging, great sound, decent camera and a good battery makes it all in one phone. If compared to Redmi note 4, K8 note have many advantages. 1. Better low light camera 2. Dual camera for depth mode 3. Better sound 4. Music Key which can be customised further 5. 13mp Front camera wid flash for better selfies 6. Stock Android and better updates 7. Dolby Atmos 8. Inbuilt VR support 9. Included 15W Turbo charger and support",24 Oct 2017,Budget Beast wid Turbo charging,4.0 ,Shivanshu Srivastav
"Best Phone at best price...... Phone functioning is smooth just like ""Makkhan"", At this price tag I think this phone prove to be value for money. Battery life is good, goes almost a day for average calling & data usage. But for heavy caller & data usage it may work max 6-7 hrs a day. Little bit heating issue faced while charging, but leaving this thing apart its a best mid-range value phone between 10-15K...",17 Oct 2017,Best Phone at best price,5.0 ,Amitanjay Chougule
"Only one led color notification good camera amazing processor, but heats up when 40mins of gaming but it's okay in these price range Overall perfect product in these price range",25 Aug 2017,Must read review,4.0 ,Bijraj
"Do not buy this product. Got it's screen damaged on single fall. Really bad service people, they will start fighting you with finding some loop fall so that they should not cover your product under warranty . They deal with you by intension to bill the accessories part. Will not buy lenovo mobile ever. Really frustrating brand. Also fone gets extra haatho now and then",15 Sep 2018,Heat up problem. Very bad after sales service. Weak screen and heavy,1.0 ,Sushil Pandey
I was buy this mobile on 22 Sept. It cameras both are amazing. It capture good picture also low light. But while I was download game from play store and open at first time my mobile was hanging. Otherwise it's phone it best in this price,10 Oct 2017,It cameras both are amazing. It capture good picture also low light,3.0 ,akshay
"Very bad product.only Hardware is good but software has many defects. User Interface system is not good.Conference call,call waiting not working. Auto brightness is malfunctioning,auto focus not good.There is no option for multiple delete contact,contact management functions lack,there is less option of modification & gesture.lack of customer support of Lenovo.",12 Sep 2017,For given money Hardware is Good but software needs improvement,2.0 ,Ankit Mangukiya
Waste product. It does not worth of yor money. In 14 months of purchase I fased many issues. Now it is restarting automatically within a minute and became like a stone pice for me. I never suggest to purchase Lenovo/Motorola product.,26 Sep 2018,Not satisfied,1.0 ,SK GUPTA
I bought this product from a flash sale on Amazon in August 2018. It's been just 7 months and this 13999 mobile with 4gb ram behaving like some cheap product it switch off automatically 8-10 times a day. Twice I have been to the service center but the problem persist. They say it's ok now and I face the same problem the very same day. Now I m trying to get it exchange with any other phone and I m getting 2700 offer from Amazon. Wow,03 Apr 2018,Enjoyed it in starting. Now it's hanging like hell!,2.0 ,Amazon Customer
To poor mobile no Audio record option and many option is not work proper . Dont buy this mobile . thay kill you to all buy money,18 May 2018,To poor mobile no Audio record option and many option is ...,1.0 ,MMuthukumaran
"This phone gets heated up very quickly. There is no gallery, video player or music player. However, Google's Photos and Play music apps are pre installed as a substitute. primary camera is good, but the depth enabled mode does not work as it should. We can't use zoom feature in depth enabled mode.",26 Jan 2018,Not happy with the phone,2.0 ,Deepak Aggarwal
Is mobile me sab accha h lekin camera bilkul bekr h second camera kisi kaam ka nhi kuch nhi hota over all gud speed mobile ..,28 Jan 2018,Bad camera quilty,2.0 ,sumit kanaujiya
"I am using K4 since 2016 and no problem til date. Hence , decide to gift K8 to my mom and she is happy to use the same. Performance and quality is far much better then other Chinese brands.",10 Mar 2019,Osm,5.0 ,Sameer
"Best mobile in this price range Rs 10999. Fastest free delivery got next day after ordered using more than 1 week, small heating problem, charged in 1hr 30min for 0-100% and all day battery even if internet is ON, Can used only one 4G sim at a time that 1st slot, Good camera but bokeh effect has some issue camera doesn't understand the edges of object it also get blur. Overall its really killer smartphone as lenovo says. Thanks Amazon and lenovo!!",04 Feb 2018,Best smartphone in this price range,4.0 ,Arvind Bhairu Zore
Still i dont belive that i got it for this much lesser price and fully loded features ....never hanged even after i used almost full 64gb internal memory....battery very good.....touch screen very well.....loaded pubg but still working without hang,14 Jul 2019,simply the best ...i got more value for my money,5.0 ,S . William james
Phone heated at around 46 degree even if phone is not in use. Battery discharged within 2 hours. Lenovo service centre also kept phone for 2 days. Never to buy from this seller.,15 Oct 2017,we feel cheated,1.0 ,Nitesh p.
"It's a path breaking phone. With new features like music key, dual camera and pure Android experience K8 Note will not disappoint you. The only con is battery drainage while phone is idle. I'm expecting it to be fixed in the subsequent updates.",24 Sep 2017,Go for K8 Note.,5.0 ,rajesh
"Last 15% of Battery drained in less then 5 min, and without any warning it switched off, main functions like battery and camera is not good, like what Lenovo said.",08 Oct 2018,No earphones.,1.0 ,Dilpreet Singh Gill
Chutiye hai wo log jo is Mobile Ko 1star de k wrong review diye hai...is budget me killer Mobile hai ye.. I bought it on August 2017 & still don't find any fault. Very nice & really a killer Mobile..,02 Mar 2018,Very nice & really a killer Mobile,5.0 ,Aftab
"Heating problem can be solve by using other Sim than jio ,you can see switch off jio and use phone, the phone will not heat,.other Sim can use then phone will not heat",15 Oct 2017,Good phone,5.0 ,Abijith T M
"Lenovo K8 Note (Venom Black, 4GB)",15 Sep 2017,"Network issues... Battery more Consume.... Screencast not working.... camera quality is poor, 😑😏",1.0 ,Mirza Sabeer Ali Baig
I am using since 1 year and it's maximum life is only 13 month now it suddenly stop working even not getting on / off. It's hang since last two days. At service center came to know that every second complain is about same issue.,28 Jul 2019,Very bad experience,1.0 ,Amazon Customer
Overall good product. But I didn't like camera quality and dual camera background blur is not good at all. The amount of blur it produces is not acceptable. Battery backup is good. little heavy in weight. Curve edges of screen interferes with touch capabilities of device when holding.,20 Aug 2018,Overall good product. But I didn't like camera quality,5.0 ,Rashmi
"Reviewing k8 note after 30 days used, There is no heating issue but feel little bit warm. Smooth interfacing & performance. Turbo charging good. Charge gets drain while downloading movies in torrent using mobile data ( JIO4G ). WiFi connectivity good.",12 Oct 2017,Turbo charging good. Charge gets drain while downloading movies in torrent ...,4.0 ,Dinesh Raja
Overall good phone at this price.Only I request lenovo to solve heating issue and please improve camera app specially deth mode.No other problem found.Now waiting for lenovo too give updates too improve the issues.All over good phone at this price.Waiting for Andriod oreo update.,24 Aug 2017,Value for Money,5.0 ,Shubhang U.
Worst product... Amazon not take back it... First to install smartchk where software not showing problem but product camera and vedio recording is very poor.... After 3-4 photo zoom next photo not become zoom by double tip or press. I want to return it. Amazon plz help me.,05 Oct 2017,Quality is poor,1.0 ,Amazon Customer
"Loved this Device. Fast Charging, Good processor speed, Dolby Sound is Awesome, Screen Clarity is fabulous. Looking into the specifications, somewhere Camera quality is compromised. No Headphone with set is really a pain.",01 Sep 2017,Powerpacked and Fast,4.0 ,Sandeep Sharma
Love it. Came on time with 1 day delivery. Also came equipped with a back phone cover which was a relief. Performance is outstanding..camera is just amazing. So many options in the camera. Storage is great as well. Go for it since it is an amazing budget phone..,26 Oct 2017,LOVED IT,5.0 ,Adriana
"Phone works great. Sound is good, camera works great but takes time sometimes to autofocus, fingerprint sensor works fine and battery backup is up to the mark , great phone in this range, asphalt 8, mortal combat 5 , dead trigger 2 works without any single lag till date, gaming performance to battery consumption is quute good, dwpth mode needs to be a bit better but it's acceptable at this range.",13 Sep 2017,"Just take it, don't think twice",5.0 ,Satyam Bharti
"Very -Very good mobile , excellent perfomance in all aspects . Something different in all means like 10 core processor , depth enable photography with true colour quality , double flash , & latest sound version DOLBY ATMOS which makes it extraordinary and supeb battery backup of 4000 Mamp. Fully Satisfied , having 2 mobile previously .",21 Jan 2019,X-lllent mobile with Some thing different features.,5.0 ,Dr Hemant Biswas
-overall a good device. -Play PUBG smoothly. -The ring volume and notification volume will remain same they cannot be changed independently. - multi window function is awesome. - camera works fine but not good for motion pictures - havier than other mobile phones. - it gets heat up a little bit which makes it slower. - good battery backup,08 Nov 2018,Good product if you can get it at some discount,4.0 ,Amazon Customer
"I am writing this review after using this product for 10 months. As per its specification(4GB RAM and Deca-core processor) this phone should be outstanding in performance, which is not true. Booting of this phone is slow. After booting takes some time to get in stable condition (a state from where I can use it). Rest of the things are pretty convincing, but there are better options available in market with same price range.",13 Jul 2018,"Rest of the things are pretty convincing, but there are better options available in ...",3.0 ,Amazon Customer
"Camera is good, should have provided more feature like reverse recording. sould quality is good. all basic feature available , But i think lenovo can do better, just provide some more handy option which makes phone easy to use",18 Oct 2017,Worth price,4.0 ,Lucky265
"This mobile worked for few days only. After some days, it started to give many problem like flash, Bluetooth, camera etc. I have visited to service center more than 4 times. I am not quite happy with this mobile.",24 Sep 2018,Waste mobile,1.0 ,Amazon Customer
"The phone came in due time. Apart from the said bokeh affect from the dual cameras,the performance is cool. Good battery life, stock android with Nougat and priority based updates from Google. All in all a good buy in 14k (probably most suitable in this price range)",03 Sep 2017,Beauty and Beast,5.0 ,Devjyoti Giri
"Everything is fine,but showing low network signals and little hot on charging..... . Editing after one year and seven months of purchase.Only to say one thing This phone is amazingly brilliant.",17 Sep 2017,VERY GOOD PHONE.,5.0 ,KSK MANI
"Do not buy by Mistakenly This Mobile When I updated Mobile which given by company update from that time my mobile is restarting why should this happened i don't know maybe the problem update which given by company i have gone Lenovo store ""they said we don't have a solution for this pleas Call lenovo toll free number"" And i called toll free number and they said sorry sir we not responsible this problem not only happening in my mobile ""Who updated mobile which given company they all have facing this problem example my mobile and my friend mobile please ""DO NOT BUY""",23 Nov 2017,Froude By Lenovo Company,1.0 ,Nilesh arya
"I upgraded my phone from Redmi note 3 to this phone. Frankly I love the design and look of this phone, Venom black is gorgeous. Overall A good phone. I find the screen quality a bit washed off, and battery backup is like it has got a 2500 Mah battery. And the depth mode of camera is killing me. I bought it for the dual camera but it turns out to be a fraud. Please improve the focus mode and battery backup.",15 Oct 2017,Frankly I love the design and look of this phone,4.0 ,Rahul
"Awesome phone by Lenovo..My first Lenovo phone, I must say 1st impression is last impression. Camera 9/10 Battery 9/10 Gaming 10/10 tested NFS,mortal combat etc Sound 10/10 Dolby rocks plz use better headphones for Dolby effect Display 10/10 superb display quality Charging 10/10 super fast charging beats Moto phones too",14 Sep 2017,"Go for this phone guys, thanx Amazon",5.0 ,sumeet yadav
"ALL BASIC AND IMPORTANT FEATURES ARE MISSING. 1. NO SOUND/MUTE/VIBRATE BUTTON, 2. NO INBUILT CALL RECORDING, 3. NO GROUP OPTION IN CONTACT MANAGER, 4. IT IS ONLY LTE BUT NOT VOLTE. LENOVO IS A RENOUNED COMPANY BUT HOW THEY MADE LENOVO K8 NOTE WITHOUT BASIC FEATURES. WE EXPECT UPDATES ON THE BASIC FEATURES METIONED HERE.",01 Feb 2018,LENOVO SHOULD UPDATE ALL THE BASIC FEATURES MENTIOED ABOVE.,2.0 ,Jay Prakash Sharma
"It's been almost 2 months and I don't see any issues (hopefully won't see for longer period, fingers crossed. The performance, picture quality and durability looks good. At this price range can definitely be an option to think about.",30 Sep 2017,picture quality and durability looks good. At this price range can definitely be an ...,5.0 ,Anindya
"Ok, So I will be one liner about everthing - - Front camera - Phenomenal, combined with front flash it is even better - Back camera - Could have been better, but still it is fairly good - Faced no heating issues till now - Sound is pretty good - Haven't faced any hang or any RAM issues till now - Looks great, feels good in hand",28 Aug 2017,Best thing you can get in this price,5.0 ,Dipanshu
"Don't waste your money on any lenovo product. I have used both Lenovo's smartphone & laptop. Both are absolutely rubbish quality products. Hang up very often because of Mediatech processor, heating problem is so severe that you can soak bread or fry egg on it.....",21 May 2019,Absolutely rubbish phone.,1.0 ,RAJESH BISWAS
"The phone is superb, very reponsive and reactive screen with full HD display, awesome performance but 2nd camera which of 5mp is not at all working, i tried with depth enabled mode still this camera fails to take a picture, its a superb phone so kindly give a update so that my 2nd rear camera starts working. Thank you lenovo you build a warrior phone a very affordable price. Totally satisfied.",11 Oct 2017,Best smartphone with all high end features,5.0 ,TAPAS KUMAR MUKHERJEE
"Phone is good. Inspite of dual camera pic quality is not good as told 13 mp cam& Dept camera. Pics r dull Battery backup not good , drains quick. Otherwise it's ok. No other major issue.",10 Feb 2018,Phone is good. Inspite of dual camera pic quality is not ...,2.0 ,k saha
"Worst mobile ever first six months was good and then comes charging and heating issues even using of the original charger charging takes 3 -4 hours to get fully charged and even gets heated with the mobile switched off and kept in charge the main problem comes with the heating, evening for normal browsing it gets heated if you play a video game it will get heated to hell never seen such a heat by any mobile",20 Jun 2018,Not recommend,2.0 ,Amazon Customer
"Extremely satisfied with his product from Lenovo. Had been looking for a phone with this kind of specification and pricepoint for quite a long time. And Lenovo note 8 turned out to be just the right fit for me. Dual sim, dedicated SD card slot, great battery, stock android. Got this at less than 10k in Amazon great India sale. Would recommend to all those looking for best mobile under 15k.",18 Feb 2018,Great phone under 15k.,5.0 ,sunil kumar
"Most annoying with this Phone is get heated up quickly, the other thing is the phone get jammed with Call connection, i have check with other mobiles for same network provider and found that the call get jammed while connect the call . This Mobile is certainly not a killer note. hope this information helps.",14 Dec 2017,No recommended,2.0 ,Murali Krishna
Used this mobile for 7 days.... Flawless performance..For a normal user it last more than a day ...both camera is doing great in daylight but average in low light condition...Gps is very bad not accurate.... Battery is draining even when phone is not used.... Camera in depth mode is not good...display is good.. there is no lag during gaming....,12 Oct 2017,Good phone with great specs but needs improvement,3.0 ,Apsar Ahmed
A GOOD PHONE FROM LENOVO BUILT QUALITY - OK USER FRIENDLY - YES BATTERY LIFE - GREAT CAMERA - GOOD( NICE SELFIE PHONE) I USED THIS FOR VIDEO VLOGING SOME TIMES IT GET POWER OFF IT SELF,18 May 2018,GIVING REVIEW AFTER USING IT FORM LAST 7 MONTHS,3.0 ,DADA SINGHA
"Hi, Initially when I got the phone , battery was working properly. Since last 2-3 days I am noticing that battery is not getting charged fast even with turbo charger and its also getting drained fast. Please help.",23 Jan 2018,"Hi, Initially when I got the phone, battery ...",3.0 ,Ramchandra Marathe
"Smooth functioning, long battery life, quick charging, no heating problems till now, no hanging problems,camera had an update and working fine after that, it is full HD, also comes with Dolby Atmos for sound which is nice, games also played well, overall value for money. Go for it!",07 Sep 2017,Nice phone,4.0 ,Manan Vyas
It has been around 45 days since i purchased this phone.. The problem i came across is with the charging! Even if i m using the original charger cable and adapter its charging too slowly. Whats the use of the so called turbo charger when its taking 8 hours or so to charge my phone fully. I dont know if its some kind of software problem or problem with the charger. The customer care is also seemed clueless when i told this problem. Please come up with some useful reply,24 Nov 2017,Please come up with some useful,2.0 ,Aniksh Badole
"Signal reception is bad. Mobile data does not work well. As it's dual standby, only one sim can be used for data at once. If you have jio, either you can use it for data and other sim for calls or you have to switch to the other sim. Turbo charging is fine.",17 Oct 2017,Signal reception is bad. Mobile data does not work well,2.0 ,Ramakrishna BK
"Nice phone , battery backup is also good as well as speaker ,but the camera is not that much better in single mode it's better But in duel or depth mode it's bad But the performance of the phone is outstanding No issue with heavy gaming A good phone for gaming and sound No issue after update",25 Jan 2018,"Nice phone, battery backup is also good as well ...",5.0 ,vidyadharan k
The best competitor of Redmi Note 4. Overall better than it. Only the issue is slight warming while using it internet. Rear camera could be better. Focusing issue. Display is not crispy as Samsung. Dolby is superb. Processor is better than Redmi note 4. Better than Redmi note 4 and Lenovo is a brand. Better build quality. I love it.,02 Nov 2017,Better than Redmi Note 4,5.0 ,Naresh Solanki
Don't buy this product lots of network issue very low quality also don't buy any product from Amazon as it is not having any return policy no support from Amazon customer support after several reminders Snapdeal & Flipkart are best in all support of any product,03 Oct 2017,Low quality phone with no online support from Amazon,1.0 ,Amazon Customer
Jitna socha usse bahut hi jyada bura experience rha is mobile k santh risk liya tha but maza bilkul b nhi aay. 2 maah b nhi huye h aur 2 update b kiya fir b display kabhi b blink krta h kabhi kbhi itna heat deta h ki drr lagne lagta sala blast na ho jaye dwnldng speed b buri h total avg se b bura..,01 Jan 2018,Not satisfied,2.0 ,pankaj goswami
"I purchased this phone recently. The phone having the good camera quality and also provides very good photo features. However, it is having Bluetooth related issues. I connected this phone to my car via Bluetooth and observed the Bluetooth connectivity. The Bluetooth was getting disconnected continuously while listening to music as well as during phone calls.",21 Aug 2018,The phone is good however having bluetooth issue,3.0 ,Amazon Customer
"I'm writting this after one and half years Don't buy Lenovo k8 note. My phone got damaged within one and half years. Since the warranty is only for one year, I can't replace it. The official repair centre said, this issue is persistent in many k8 note phones.",07 Aug 2019,Bad,1.0 ,Amazon Customer
