review_text,review_posted_date,review_header,review_rating,review_author
"No doubt best phone ever, but bit expensive 😜",10 Jan 2019,Touch of awesomeness,5.0 ,khan_azhar
Standard apple product.,14 Jul 2019,Good phone,5.0 ,Narender Mudgal
Thank you Amazon and apple ...one of the best beast among all phones,14 Dec 2018,Best phone ever,5.0 ,Rahul
Excellent phone,03 Dec 2018,iPhone x,5.0 ,Kanth
Sab kuch acha hai,18 Nov 2018,Acha hai,5.0 ,Amazon Customer
great picture quality,26 Feb 2019,best,5.0 ,sivalingam
Heating issue Face recognition is not even 80% accurate,06 Jul 2019,Buy from Apple authorised store for the 100% satisfaction and trust,1.0 ,Satish D.
Awesome phone and camera is too good.,08 May 2019,Must buy IphoneX,4.0 ,Lav Rathore
"Best brand, best phone, best security options",06 Jul 2019,Best!!!’n,5.0 ,Dr. NILKANTH UMARE
Great product,10 Jan 2019,Great,5.0 ,harsh tandon
Great product,19 Jun 2019,Truly satisfied,5.0 ,Maulik Sarvaiya
No comments required,28 Jun 2019,Worthy,5.0 ,Amazon Customer
Awesome,08 May 2019,Value for money,5.0 ,Harpreet S.
Battery life(iPhone X) is better to before launched iPhone..,28 Nov 2018,IPHONE X,4.0 ,Deepak K.
Battery life is quite low the battery is dead by 6:00,15 Nov 2018,Great phone,5.0 ,Vedant
Just amazing,05 Jul 2019,Wow fabulous,5.0 ,shrirang
Super,07 May 2019,Good,5.0 ,Srikanth
Very bad paking service Mobile price 74000 Rs,27 Apr 2019,Very bad Paking,1.0 ,Mohammed Ali
"Bought it for 69999 ₹ during sale, and I’m just loving it.",05 Jan 2019,My Best Buy ever,5.0 ,B Raval
Nice phone,23 Nov 2018,Good,4.0 ,Vinod
X is awesome Apple product,26 Jun 2019,Awesome Phone,5.0 ,Sanskar Sinha
good phone but over priced,18 Dec 2018,good phone but over priced,5.0 ,amit kumar
"Go for it, its a good phone...",04 Nov 2018,Its a good phone,5.0 ,Himanshu Singh
It is wonderful phone and the best world.,23 Mar 2019,Excellent phone,5.0 ,Baljinder Singh Gill
Awesome phone......,29 Nov 2018,The best ever phone from Apple,5.0 ,Abhisek
Trust n buy,16 Jul 2019,Battery drains lil soon no fast charge take 2 hours t charge,3.0 ,Amazon Customer
Nice,08 May 2019,Best,5.0 ,Khalid
"Pitcure quality is good, Advance technology. Easy to handle",19 Feb 2019,Fantastic Product,5.0 ,Rohit
Good,05 Mar 2019,Good,5.0 ,Devanand
It is slower than the op5t,29 Jun 2019,Nice product awesome camera a little slow ram and face id,5.0 ,Sandeep Sharma
Excelente and nice product No any comprision for this phone,17 Apr 2019,Nice,5.0 ,Dhruva M.
Good not the best,16 Jan 2019,Good,4.0 ,ABHILASH
Everything about apple I love specialy full screen view,21 May 2019,Best phone purchased ever,5.0 ,Shorya Singh
Camera is awesome everything is gud and premium,24 Feb 2019,Best smartphone,5.0 ,😊😊😊
Camera quality is not as much as good iphone xr,25 Jul 2019,Good phone !,5.0 ,pratham jain
"I ordered Iphone X, backbody is not orignal of the phone.",27 May 2019,"iphone X, back cover is not orignal",1.0 ,Parima Soni
Superb,04 Jan 2019,Superb,5.0 ,Amazon Customer
It has Face determination as Password and it’s very Good,10 Jul 2019,iPhone X review,4.0 ,Tejus
I phone is always a good choice.,27 May 2019,Best Mobile,5.0 ,Victor J
No regrates of buying this phone,14 Dec 2018,The product is perfect as usual,5.0 ,rahul
Great quality and genuine,29 Nov 2018,Superb!!,5.0 ,Gurjyot Singh
Battery life should more otherwise nice,06 Jan 2019,Value for money,5.0 ,Nitasha
It’s single sim and want more camera quality.,29 May 2019,All over awesome phone,5.0 ,vikram singh solanki
"Phone goes blackout after 15 days, and didn't work.",30 Dec 2018,"Stop working after 15 days,",1.0 ,ashish sangwan
Superb Quality ....,07 Nov 2018,Simply AWESOME,5.0 ,Kishore
Amazing,13 Mar 2019,Amazing,5.0 ,Amazon Customer
Excellent,27 Jan 2019,A phone that fulfills promise and delivers,5.0 ,Anuraag
Nice product im already using,18 Jul 2019,Best one,5.0 ,Shekar
Face id does not work always. Not worth the price.,26 Oct 2018,Face id does not work always,3.0 ,Amazon Customer
Awesome!,30 Jun 2019,👍,5.0 ,Tarang Gupta
Best product of Apple,18 Feb 2019,Best product,5.0 ,Stanly Simon
Terrible battery life,07 Dec 2018,Over hyped product,2.0 ,rajan kumar
Got it in a day ... happy with the purchase.,01 Feb 2019,Great service,5.0 ,Keshav Sunar
Just amazing.,14 Nov 2018,Awesome Phone,5.0 ,Mradul goel
every thing even i am commenting from that fone only,06 Jul 2019,verry amazing,5.0 ,Amazon Customer
Camera is good but battery backup is only for 10 hrs,18 Jun 2019,Camera quality is good,5.0 ,Rupali gupta
Awesome phone,25 Dec 2018,Perfect phone,5.0 ,rajat
Battery life is good as compared to previous iPhones,04 Dec 2018,Value for money,5.0 ,Dr. Kirpal singh
"its a genuine product, do by it. it is great phone.",09 Nov 2018,Greate Phone,5.0 ,karan pa
Very nice,03 Nov 2018,Must purchase thankx Amazon,5.0 ,Sandeep
Good quality,03 Jun 2019,Good one,5.0 ,subham
Nice,18 Dec 2018,Nice,5.0 ,Vishal
Great product,12 May 2019,Good,5.0 ,Amazon Customer
good,27 Jun 2019,i love it,5.0 ,Amazon Customer
Good,06 Dec 2018,Good,4.0 ,Dhruv goel
Grt stuff,01 Dec 2018,This is apple,5.0 ,Alok
Worth it,16 Mar 2019,Good product,4.0 ,Jostin
Hello every one very good product Apple iPhone,20 Jul 2019,Very good,5.0 ,Venkatesh Kotte
Battery drains fast compared to others,01 Jan 2019,Good,5.0 ,Amazon Customer
Why can't apple give some good battery,22 Feb 2019,Nice phone,4.0 ,Amazon Customer
One of the best display phones out there in the market,20 Dec 2018,Display is Awesome🤩,4.0 ,Vishnu
Awesome product,20 Dec 2018,Perfect,5.0 ,Sheriff S.
Overall a good product,24 Jul 2019,iPhone x,5.0 ,nilutpal
Awesome iPhone this is,04 Apr 2019,Excellent,5.0 ,Gurpreet Bindra
Awesome,10 Jul 2019,Super,5.0 ,Zaidi
Nice product from apple!! Happy to have it,11 Dec 2018,Excellent phone!!,5.0 ,Amazon Customer
Batter picture quality good battery backup,12 Jun 2019,Good phone,5.0 ,Raman
iPhone is iPhone can’t compare any brand with it.,25 Feb 2019,Best mobile,5.0 ,parthiban
Battery life is a challenge with all apple phones,13 Dec 2018,Good phone at a great deal 👍,5.0 ,Manish
Good phone,01 Jan 2019,Good phone,5.0 ,Vikash
Good phone,23 Dec 2018,Good,5.0 ,Mitul Goel
Everything,18 Mar 2019,No one can beat.,5.0 ,Sagar
Worst mobile with in six month faced touch issues,09 May 2019,Worst,1.0 ,kishorekumar kamisetty
Like apple ☺️🤙🏼,17 Apr 2019,Best Smartphone,5.0 ,Manoj Patil
❤️,09 Jan 2019,😍,5.0 ,madhav
I didn’t recieved invoice of the product,28 Feb 2019,No Invoice recieved,5.0 ,Sayed Ismail
Battery life is very nice and camera also great.,25 Jul 2019,Overall phone is great.,5.0 ,Vijay Dudhani
Some issue with the touch screen,08 Jun 2019,Little issue with touch panel,4.0 ,Priyaranjan
Smooth af,10 Jul 2019,Great purchase,5.0 ,Milandeep singh
Not a great phone,29 Nov 2018,Not worthy pixel 2 is better,2.0 ,ajay
"Love the performance, camera and build.",16 Dec 2018,Best phone ever,5.0 ,Arindam
I jst love iPhones n apple never disappoints ❤️,11 Apr 2019,It’s an iPhone,5.0 ,Cyril R.
Bought it one month ago and I m totally loving it,20 Nov 2018,Awesome experience,5.0 ,Komal rastogi
Overall nice product trust on online shopping..,10 May 2019,Good product,5.0 ,Ishu sharma
Everything about this phone is amazing,03 Jan 2019,Amazing phone,5.0 ,Ajay kumar
Battery life is poor and phone gets overheated,09 Nov 2018,Battery issue,1.0 ,Amazon Customer
Ok product and look and smooth,21 Feb 2019,Ok goog,5.0 ,Amazon Customer
Dont think just buy it,08 Jul 2019,Don’t think just buy it,5.0 ,Amazon Customer
Awesome phone.,22 Nov 2018,iPhone is an iPhone,5.0 ,K krishnakishore
Good camera,02 Nov 2018,Good camera,5.0 ,Sijo Thomas
Apple is apple,27 Jun 2019,Luxury in hand,5.0 ,shashank
Very bad service. I am not satisfied.,11 Jul 2019,Very bad service,1.0 ,Umesh kumat Keshri
best phone. timely delivery. genuine product.,16 Feb 2019,genuine product.,5.0 ,Dipanshu singla
"Two days battery backup, Awesome touch screen",15 Dec 2018,Super smartphone,5.0 ,Amazon Customer
Simple and convenient,14 Jun 2019,Reliable,5.0 ,Amazon Customer
Low light performance is not good.,24 Jun 2019,Good phone,4.0 ,kamal deep Singh
Overall a grt device to work with,25 Apr 2019,Great machine,5.0 ,sunil sahra
Battery life is excellent,25 Feb 2019,Amazing phone,5.0 ,Amazon Customer
What a phone ... too good,15 Dec 2018,Dream comes true,5.0 ,Jiten K.
Ok,26 Jan 2019,Nice,4.0 ,ramesh
Original products,27 Mar 2019,Good,5.0 ,Ashish Patel
Its a great phone,05 Apr 2019,Must buy,5.0 ,Deepak tiwari
I received worst product it has not power on,12 Apr 2019,Worst product,1.0 ,Amazon Customer
excellent product,15 Feb 2019,excellent product,5.0 ,Narpat Bishnoi
Excellent,08 Dec 2018,Excellent,5.0 ,Dhavalpatel
Very good,29 Mar 2019,Best device to purchase,5.0 ,Alpesh Savalia
Excellent,11 Mar 2019,Excellent,4.0 ,DEEJI PANICKER
Battery life more than other IPhone,15 Nov 2018,iPhone is iPhone.,5.0 ,Ravi Bhagat
Very quick delivery. Phone is really good,29 Nov 2018,Best IPhone Ever,5.0 ,Karthik Ramesh
Worth buying....classy and sleek,02 Jun 2019,iPhone X,5.0 ,Bhagz
It’s Apple product. Don’t look further!!,05 Jun 2019,It’s Apple product. Don’t look further!!,5.0 ,Kishan K.
Ultimate,31 Dec 2018,Ultimate,5.0 ,Amazon Customer
As per expetion very nice phone,02 Jan 2019,As per expectation,5.0 ,Satyapal
Overall worth to buy this iphone awsome,18 Jan 2019,Love it,5.0 ,SAMARTH ENTERPRISES
Undoubtedly class apart,11 Jul 2019,Quality product,5.0 ,Arvind Bhatia
Sometime’s it’s earpiece speaker not working.,21 Jun 2019,Earpiece speaker problem.,4.0 ,Shoaib Rayeen
Great product,24 Jan 2019,Super awesome,5.0 ,Abhishek Tula
Nice phone!!!,04 May 2019,Value for Money!!!,5.0 ,Amazon Customer
Built Quality,07 May 2019,Built Quality,1.0 ,Amazon Customer
Awesome apple,11 Jun 2019,Simply awesome,5.0 ,anirudh
"LIKE FULL SCREEN VIEW, DISLIKE -OVER WEIGHT",18 Oct 2018,TIMELY DELIVER,5.0 ,jitendra kumar
Need a bill so that we can replace the phone,17 Jul 2019,iPhone has a line,3.0 ,AjitM
Good phone and better quality thanks Amazon,22 Jul 2019,Thanks Amazon,5.0 ,Preetu mehta
Brand,04 Jul 2019,Superb,5.0 ,Rajesh s
Good one,16 Nov 2018,Good one,5.0 ,Chetan
Face recognition can be more better,24 Mar 2019,Overall nice phone,4.0 ,jatin singh
Good,23 Jun 2019,Good,4.0 ,Suraj suseelan
Good,12 Mar 2019,Excellent,5.0 ,akhil okharwal
Bought it for 67.5k,21 Jun 2019,Sophistication,5.0 ,Amazon Customer
Good,23 Jul 2019,Good,5.0 ,FAROOK8484
Awesome phone with good battery backup,07 Nov 2018,Awesome phone with good battery backup,5.0 ,George J.
Really nice,02 Feb 2019,Good,5.0 ,nelson abraham
Good mobile,08 Dec 2018,Good,5.0 ,Amazon Customer
Amazing,24 Mar 2019,Superb,5.0 ,Swapnil Kumar
Good,23 Oct 2018,Good,5.0 ,Rajwinder singh sng
"as of now, good",22 Jun 2019,good,4.0 ,Udaya
Best phone ever,07 Apr 2019,Super,5.0 ,Nishanth
Perfect,15 Feb 2019,Very good,5.0 ,sachin saini
Great phone with great price .,07 Jan 2019,Great,5.0 ,nishant
This phone is heating too much,21 Jul 2019,Issue with this phone,4.0 ,Mayank Agrawal
Everything iz good....,23 Feb 2019,Awesome phone......,5.0 ,ansh
Ultimate phone,13 Jun 2019,Ultimate phone,5.0 ,Mahinder Ahuja
Nothing to say,18 Dec 2018,Excellent phone,5.0 ,ajith
It was amazing,18 Dec 2018,Superb,5.0 ,Girish
Not working well i want to return this,11 May 2019,Not working,1.0 ,Punit Dhama
Screen broken on one fall within a week,23 Nov 2018,Screen,3.0 ,SUBB
Value for money & that too Apple 👍👌,14 Jan 2019,Amazing Product,5.0 ,UMESH KUMAR Ni
It’s just awesome phone everything is fine,08 Apr 2019,Best all rounder phone,5.0 ,Anmol Sharma 8181
Premium phone,15 Nov 2018,Great phone,5.0 ,sjxmcofkf
Awesome Phone,20 Jun 2019,Awesome Phone,5.0 ,vishal yadav
Awsom,18 Jan 2019,Super model in iphone,5.0 ,ABDUL WAHEED
Very much satisfied with the product,15 Dec 2018,Good,5.0 ,Priyanka Bhattacharjee
Not able to listen any voice on call,23 Jan 2019,Not able to listen voice,1.0 ,Swati
I loved the product.,05 Apr 2019,iPhone X is superb and great camera,5.0 ,Amazon Customer
Good quality,20 Jul 2019,Good but bit expensive,5.0 ,raju
Best Phone and Best Delivery by Amazon,18 Nov 2018,Best Phone,5.0 ,Amrit
Great piece of technology,21 Mar 2019,Must try for everyone,5.0 ,Akash supehia
Good,15 Apr 2019,Excellent,5.0 ,RUPAM HAZARIKA
Like,10 Nov 2018,Good,5.0 ,pranjul rishi
Worth of buying,08 Nov 2018,I love my iphoneX,5.0 ,Namrata
It's a awesome products....,29 Jun 2019,Camera,4.0 ,Krish kholi
Not worth compared to price,16 Jan 2019,Not that satisfied,5.0 ,Amazon Customer
Battery life & performance awesome!,13 Dec 2018,Performance,5.0 ,Santosh
Everything is apple,24 Mar 2019,Great product,5.0 ,Jay Bhutra
Battery life and display oled is just lit,18 Oct 2018,Review,5.0 ,Shivam bhagat
Excellent product,29 Jan 2019,Nice picture,5.0 ,Dattu reddy
Great product.bit costly,25 Dec 2018,Great,4.0 ,RV
iPhone X is always great,28 Jan 2019,Greatest of all,5.0 ,Gorav Agarwal
Very Good....!!!!!!!!!!!,01 Jun 2019,Very Good..!!!!,4.0 ,Nikhil
Best phone in the planet,28 Jan 2019,Best in the business,5.0 ,amit chanda
I love loved the product,04 Jul 2019,Excellent product,5.0 ,Mohammed Nayeem
Good to have it.,26 Mar 2019,Fab,5.0 ,Rahul
iPhone is iphone,08 May 2019,Sexy phone,5.0 ,Akash
Very good camera,14 Jun 2019,Good phone,5.0 ,Laxmikant Malvadkar
Superb👌,01 Apr 2019,Price Worthy,5.0 ,Darshan Thakre
Super phone,10 Mar 2019,Wow,5.0 ,Raj Singh
Excellent product by Apple,14 Nov 2018,Best buy,5.0 ,Damanjeet Singh
battery is draining very quickly .,15 Dec 2018,Battery is not proper,5.0 ,Dhyan
Very user friendly. Easy to operate.,20 Nov 2018,Awesome,5.0 ,Ramanjit
Good phone,12 Jun 2019,Milestone model from iPhone,4.0 ,Coolwassim
Good phone,21 Dec 2018,Good,4.0 ,Arun kumar shukla
👍,26 Feb 2019,👍,5.0 ,Shravan maan
One of the best mobile phone in world,24 Jan 2019,Great phone,5.0 ,hitesh chauhan
Original iPhone superb quality,09 Jan 2019,Superb quality Original iPhone,5.0 ,Chandan kumar
Good,15 Nov 2018,Worth,5.0 ,Amazon Customer
Happy with device,25 Nov 2018,Very much happy with device.,5.0 ,Vivek V.
Like this product,03 Mar 2019,Fast service and durable rate,5.0 ,jagdeep
Nice product to buy in iPhone,25 Mar 2019,Very nice product,5.0 ,ARYAN PAL SINGH
Gud to purchase,31 Jan 2019,Its just wow.,5.0 ,Amazon Customer
awesome,12 Apr 2019,good,5.0 ,Geetanjali
Everything is fine. There is not a single complain.,19 Sep 2018,Fine,5.0 ,Kunal
Only for iPhone lovers,22 Jun 2019,iPhone lovers,5.0 ,rupesh basantani
It’s simply awesome 😊,16 Mar 2019,Good deal,5.0 ,Manuprasad M
Superb...Thanks Amazon,29 Jan 2019,Loved with apple,5.0 ,BhojRaj Mehra
Love it,01 Dec 2018,Great buy,5.0 ,AbS
Simply amazing,24 Jun 2019,Ipx,5.0 ,Rohit
It’s excellent,22 Dec 2018,Excellent,5.0 ,Amazon Customer
End cheeej aaa,10 Jul 2019,100%,5.0 ,Anurag Marwaha
Best feature and best Quality,01 Nov 2018,Amazon is best service provided for custmers,5.0 ,Prince kumar
Battery backup is only 7 hrs,04 Aug 2019,Battery backup issue,1.0 ,Sampoornanand
OLED screen is superb,06 Dec 2018,Excellent phone,5.0 ,Rajiv Kothari
Best buy at its price,27 Feb 2019,Amazing phone!!,5.0 ,Akshit
It's a very good buy!,15 Apr 2019,Lovely!,5.0 ,simeran
Nothing to desire more,08 Jul 2019,All in one,5.0 ,Vishal
Nice product.,16 Apr 2019,Genuine buy,5.0 ,raj_ankitraj
Very nice product as said,31 Oct 2018,Received as expected,5.0 ,Zalak Khapekar
Awesome product by Apple!!!,17 Oct 2018,Awesome product by Apple!!!,5.0 ,Rohit
Battery life,25 Jan 2019,Awesome Mobile,5.0 ,Anil
Superb phone,12 Jun 2019,Simply superb,5.0 ,Manju Rashinkar
Good product,07 Jan 2019,Good product,5.0 ,UDHAYAN M
Working good,13 Feb 2019,Always a big fan of apple,4.0 ,Nishant
Nice product,06 Jul 2019,Good1,5.0 ,rupesh
Good,15 Feb 2019,Best h,5.0 ,Neki choudhary
Good,20 Feb 2019,Good,5.0 ,Danish khan
Good,12 Apr 2019,Nice,5.0 ,mukesh
Good,06 Mar 2019,Good,5.0 ,Amazon Customer
Phone is good but it’s to bulky.,05 Jun 2019,Nice Phone,5.0 ,Lokesh agrawal
I want to insure dis device,17 Apr 2019,Insurance issues in onlind order,1.0 ,AYUSH GEDA
It’s worth buying!!,10 Feb 2019,As expected,5.0 ,Tamonas
Very amazing phone,13 Nov 2018,Great,5.0 ,Atul
Excellent,16 Oct 2018,Excellent,5.0 ,Raees
Good GSTIN NO:24AARPJ0246N1ZN,16 Nov 2018,We got ur bil but in that bill our GST no is not showing so please send the bill with GST no,5.0 ,Mahendra
Best performance in gaming,25 Jul 2019,Awesome phone,3.0 ,Uzair baporia
i phone .......no comments,27 Jan 2019,Super awesome!,5.0 ,Aditya Kumar
All in one,05 Jul 2019,Osm device,5.0 ,Ajit bharwad
Nice,20 Sep 2018,Beautiful,5.0 ,gourav agarwal
Excellent,12 Jun 2019,Excellent,5.0 ,Ashhar idris
Fantastic,05 Mar 2019,Good phone but price is very high,5.0 ,Rahul Bhagat
Nice phone but battery is not working long time,10 Dec 2018,Phone is very nice but battery durability is not moRe,5.0 ,Dinesh
100 percent genuine product,15 Nov 2018,Perfect quality,5.0 ,arka paul
Bettery life is not good,25 Dec 2018,Avg,4.0 ,Gaurav
Most comfortable iPhone.,04 Mar 2019,Best iPhone,5.0 ,Gururaj u m
Good one,01 Mar 2019,Good one,5.0 ,Pankaj Patro
So far excellent,04 Feb 2019,Awesome,5.0 ,Mohammad Aabid
The best camera!,30 Mar 2019,Awesome,5.0 ,Amazon Customer
"Good product, nice delivery",27 Nov 2018,Nice product,5.0 ,Pawan jha
Battery performance is so so,16 Nov 2018,Amazon delivery is the best fastest delivery,5.0 ,Maninder Singh
Excellent 👌,09 Apr 2019,Superb 😍,5.0 ,SAJEEV KARNAVAR
Worst,13 Mar 2019,Nice,1.0 ,Pavan Kumar
Liked everything about it,24 Oct 2018,Performance and Style !!,5.0 ,Anand
Wonderful product,13 Nov 2018,Great product,4.0 ,Anand K Singh
Apple doesnt need reviews,12 Jan 2019,Nice one,4.0 ,Amanpreet Singh
iPhones x is toooooo good,03 Jan 2019,I love apple,5.0 ,Mallinath
Its great to have,19 Jul 2019,Its awesome,5.0 ,Amazon Customer
Excellent Product,22 Jun 2019,Excellent Product,5.0 ,Vivin
Its good,10 Mar 2019,Good,5.0 ,Amazon Customer
All good,02 Mar 2019,Perfect,5.0 ,akhil
Good phone,21 Nov 2018,Good phone,5.0 ,Amazon Customer
Its good product,11 May 2019,Value of money,5.0 ,Amazon Customer
Battery is draining fast compared to my iPad:'(,01 Jan 2019,iPhone x,4.0 ,Jeswanth
Best buy,13 Nov 2018,Best buy,5.0 ,Prasanth Kumar M
Invoice not received ..,28 Dec 2018,Invoice not received,3.0 ,Sachin kumar
I like phone not camera,16 Jun 2019,Overall good phone,5.0 ,Deepak Kumar
Don't waste your money.,30 Jun 2019,Pathetic,1.0 ,Bharat Singh
Picture quality,07 Feb 2019,Amazing handset,5.0 ,Mohan Saharan
Superb original,14 Jul 2019,Excellent 👌🏻👌🏻👌🏻,5.0 ,KARTHIK
101% originally,12 Jul 2019,osm mobile,5.0 ,sunny
A quality phone .,21 Nov 2018,Switched from andrid to ios and its just a wow ...,5.0 ,premnath
My calling sensor issue,08 Jan 2019,Sensor issues,1.0 ,dc
Perfect,12 Jan 2019,Awesome,5.0 ,Chhavi Bhatnagar
Awesome,26 Apr 2019,Very good,5.0 ,Lalit
amazing,02 Mar 2019,apple is the best,5.0 ,Deepesh oberoi
Perfect,13 May 2019,Perfect,5.0 ,vineet
Good,27 Oct 2018,Where is a bill of this product,5.0 ,Raj budhrani
The best ever!! Period,30 Oct 2018,A+++,5.0 ,George
Good satisfied,14 Nov 2018,GOOD,5.0 ,Ketan_Parikh
Battery life is not good as expected,25 Jan 2019,Nice product,5.0 ,Monty
"Amazing mobile, just loved it",13 Oct 2018,Iphone X - Awesome,5.0 ,Lovedeep Singh
It's an amazing device,08 Jul 2019,To good,5.0 ,ankit bajaj
This product excellent,23 Jul 2019,Excellent,5.0 ,Nadeerplay
"GOOD, ORIGINAL PRODUCT",01 Jun 2019,VERY WELL,5.0 ,Shafe
Awesome mobile,08 Mar 2019,Cool,5.0 ,Nitin
not nice phone,26 Jul 2019,note nice,5.0 ,patel abdulrehman
Nice and super,23 Dec 2018,I phone 10,5.0 ,Amazon Customer
Love my phone!,15 Dec 2018,Good choice!,5.0 ,Ananya
I like face id,05 Apr 2019,Superb phone,5.0 ,sarfraz khatri
Superb quality,06 Dec 2018,Amazing deal on a superb phone,5.0 ,Anju Tyagi
👍👍👍,05 Jun 2019,👌👌👌👌😊😊😊,5.0 ,Harsh Goel
Good,19 Oct 2018,Excellent service,5.0 ,naveen
Speakers not workin,08 Jan 2019,Cam not working,1.0 ,shalini
Awesum in all aspects,27 Jan 2019,Awsum iphone,5.0 ,Bhargav Kumar
Like the product much,22 Dec 2018,"I didnt get my mobile bill with the packages, so please kindly provide me original bill asap",4.0 ,Dinesh Kumar Sharma
This phone is a beast,24 Jul 2019,Great Phone!,5.0 ,Avinash singh
ammging phone,05 Jul 2019,harun,5.0 ,harun
royal quality,31 Dec 2018,i am satisfied with this phone,5.0 ,Gagandeep Singh
Nice,04 May 2019,Good,5.0 ,Amazon Customer
mast,24 May 2019,mast,5.0 ,Amazon Customer
Good,13 Mar 2019,Good,5.0 ,Deepak Dahiya
Good,18 Feb 2019,Good,5.0 ,Mohd Ali
Worst phone ever,03 Nov 2018,Bad Bad Bad,1.0 ,Amazon Customer
Must buy,03 Nov 2018,Must buy,5.0 ,Pankaj Mehta
Every think is good,20 Jan 2019,Every think is good 👌🏻,5.0 ,Tarun Bhati
Excellent,28 Jan 2019,Good,5.0 ,RAJKUMAR SAGAR
Awesome product,29 Oct 2018,Nice,5.0 ,Rorapopa
The invoice is pending,06 Nov 2018,Need invoice for I phone x purchased,1.0 ,Manpreet
I want the invoice,09 Jan 2019,I want invoice,5.0 ,Swati
Happy with product,01 Jan 2019,Happy with product,5.0 ,aman sariya
Best apple product,09 Dec 2018,Cool buy,5.0 ,Abhinav V.
everything,12 Apr 2019,everything,5.0 ,Rahul Sharma
Unbeatable,07 Jul 2019,Awesome,5.0 ,Sikander S.
Nice phone,08 Jun 2019,Nice phone,4.0 ,Kartikay Tyagi
Everything,07 Mar 2019,Best phone,5.0 ,Amazon Customer
Ok,12 Jun 2019,Ok,5.0 ,debjeet
😭,10 Jul 2019,😭,1.0 ,Ankit S.
👍,07 Oct 2018,👍,4.0 ,Franson Francis Furtado
Ok report,31 Jan 2019,Mast,5.0 ,Amazon Customer
very good,23 Jun 2019,good,4.0 ,gaurav jaiswal
Tooo fast,23 Feb 2019,Excellent,5.0 ,SANKET
very good,22 Feb 2019,excelent,5.0 ,Dr. Sarif Islam
Awesome Phone,02 Nov 2018,Awesome Phone,5.0 ,Amool Mandloi
Same as headline.,01 Dec 2018,Perfect,5.0 ,Amazon Customer
Best phone,23 Nov 2018,Perfect phone,5.0 ,Tapish
Excellent,29 Nov 2018,Apple iPhone x,5.0 ,rahul sharma
all the features,11 Jul 2019,nothing to say ... cos its apple,5.0 ,Amazon Customer
goog smart phone,19 Jul 2019,apple iphone x purchase feedback,5.0 ,Rathnavel
Overall happy,01 Jan 2019,Happy with X,5.0 ,Amazon Customer
Superb Quality,24 Nov 2018,Thanks To Amazon At Great Price,5.0 ,RAKESH YADAV
excellent phone. liked it very much. worth it,02 Nov 2018,great,5.0 ,Gaurav
It is a masterpiece.,07 May 2019,Just Amazing,5.0 ,Anand
Just awesome,02 Apr 2019,Awesome,5.0 ,Enanka
All are good,01 Feb 2019,Zabardast phone,4.0 ,Prakash sangtani
Nice product,23 Mar 2019,Apple x,5.0 ,vikas rai
Best,10 Feb 2019,Best,5.0 ,Kashif khan
Good,08 Mar 2019,Good,5.0 ,Franklin
Best,29 Jun 2019,Iphone x,5.0 ,BIJAY MOHANTY
Worth for money.,22 Jun 2019,Gud,5.0 ,P.Kishore Kumar
Best in business,17 Dec 2018,Excellent product,5.0 ,Rajesh
Too good,05 Jul 2019,Too good,4.0 ,Ishwar
Exellent,30 Jan 2019,Good.,5.0 ,sanjeev kumar
Excellent performance,16 Dec 2018,Very fast delivery.thanks to amazon.amazing iphone,5.0 ,Dr.reddy
Good,22 Feb 2019,Good,5.0 ,Parminder Singh
Awesomeeeee,07 Nov 2018,Awesomeeeee,5.0 ,Amazon Customer
Product damage,02 Nov 2018,Damaged product has been delivered,1.0 ,S K Ramesh
Awesome product,06 Jan 2019,Nice,5.0 ,Shekhar rana
Superhit mobile,06 Jun 2019,Bomb blast,5.0 ,Jai Laxmi Dewal
Best smartphone,14 Nov 2018,Excellent,5.0 ,Laxmi vaity
Very good phone,25 Jun 2019,Good phone,5.0 ,Pankaj kapoor
very nice Phone,07 Jan 2019,Best,4.0 ,Mahesh Pandey
Awesome,24 May 2019,Awesome,5.0 ,Topper14
Awesome,27 Jan 2019,Awesome,5.0 ,Racchitrocks
Awesome,25 Feb 2019,Very nice,5.0 ,Amazon Customer
Awesome,05 Dec 2018,Awesome,5.0 ,Harminder
It’s nice,20 Nov 2018,It’s nice,5.0 ,Amazon Customer
Great phone,30 Oct 2018,Amazing,4.0 ,Amazon Customer
apple is apple,10 Nov 2018,awsme,5.0 ,BORA
Waste of money,20 Jul 2019,Waste of money,1.0 ,Sam khazi
It's very goid,31 May 2019,I phone x is awam,5.0 ,Sanjeet Singh
Superb Product,08 Jan 2019,Superb Product,5.0 ,ABHINAV SHANKAR C R
Faulty product,06 Apr 2019,Faulty product,1.0 ,manas kansal
awesome mobile,02 Jul 2019,best mobile for ever,5.0 ,Deep Acharya
Awesome device,29 Dec 2018,IPhone X,5.0 ,Shashank
Worthy,14 Jun 2019,Wow,5.0 ,Dileep Warrier
👍good,11 Mar 2019,Good,5.0 ,Amazon Customer
It should be dual sim,25 May 2019,iPhone is the best phone. The problem is it's very costly.,4.0 ,Navneet singh
Worth it,16 Nov 2018,Awesome,5.0 ,Rakesh Choudhary
Battery life,24 Jul 2019,Great service,5.0 ,Rakesh
Life is good,07 Dec 2018,All is well,5.0 ,chirag Sharma
Good product,30 Jun 2019,Good product,4.0 ,Amazon Customer
Nice product,03 Apr 2019,Very good,4.0 ,Chandrasekhar
Good product,10 Jun 2019,Good phone for photography,5.0 ,Kunal tak
